Machine_ID,Machine_Model,Rated_Capacity_kW,Timestamp,Power_kW,Energy_kWh,Production_Output,Load_%,Power_Factor,Temperature,Operating_Status,Shift,Operator_ID,Electricity_Tariff_INR_per_kWh,Maintenance_Cost_per_hour,CO2_Emission_Factor_kg_per_kWh,Ambient_Temperature,Contract_Demand_kW,True_Anomaly_Label,Downtime_Minutes,Idle_Flag
MCH-005,Bosch Rexroth,300,2024-01-06 07:00:00,257.1,257.1,82,85.7,0.914,75.3,Running,Morning,OPR-003,8.13,132.66,0.801,28.7,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-06 08:00:00,78.42,78.42,102,78.42,0.861,67.6,Running,Morning,OPR-007,11.88,121.12,0.783,25.5,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-06 09:00:00,87.8,87.8,49,87.8,0.915,75.6,Running,Morning,OPR-004,8.54,142.05,0.816,26.0,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-06 10:00:00,90.75,90.75,55,90.75,0.968,95.1,Running,Morning,OPR-010,10.85,100.6,0.818,25.9,500,1,0,0
MCH-005,Bosch Rexroth,300,2024-01-06 11:00:00,202.89,202.89,39,67.63,0.95,66.6,Running,Morning,OPR-009,11.83,144.22,0.817,30.2,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 12:00:00,184.78,184.78,80,92.39,0.866,77.1,Running,Morning,OPR-009,8.89,59.31,0.794,34.4,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 13:00:00,143.61,143.61,71,57.44,0.864,58.5,Running,Morning,OPR-004,9.0,67.27,0.815,35.3,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-06 14:00:00,79.56,79.56,113,79.56,0.909,70.2,Running,Afternoon,OPR-007,9.07,159.57,0.785,39.7,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-06 15:00:00,111.14,111.14,103,74.09,0.926,67.7,Running,Afternoon,OPR-004,8.49,74.38,0.807,31.2,800,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 16:00:00,17.72,17.72,0,7.09,0.854,32.3,Idle,Afternoon,OPR-002,11.36,136.55,0.794,34.2,550,0,52,1
MCH-003,Fanuc 30i,100,2024-01-06 17:00:00,76.2,76.2,115,76.2,0.927,67.2,Running,Afternoon,OPR-003,7.76,114.92,0.804,31.9,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-06 18:00:00,101.65,101.65,81,67.77,0.915,63.7,Running,Afternoon,OPR-006,9.38,144.51,0.813,26.8,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 19:00:00,125.62,125.62,95,62.81,0.892,66.2,Running,Afternoon,OPR-010,7.89,158.31,0.782,32.7,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-06 20:00:00,78.23,78.23,148,78.23,0.937,70.1,Running,Afternoon,OPR-005,10.93,142.69,0.794,25.1,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-06 21:00:00,192.2,192.2,86,64.07,0.896,64.5,Running,Afternoon,OPR-007,8.9,58.18,0.804,32.8,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-06 22:00:00,85.09,85.09,158,85.09,0.959,71.5,Running,Night,OPR-004,8.0,89.67,0.8,25.3,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 23:00:00,22.63,22.63,0,11.31,0.905,33.8,Idle,Night,OPR-007,8.24,179.94,0.787,32.1,600,0,24,1
MCH-004,Mitsubishi M800,250,2024-01-07 00:00:00,185.33,185.33,39,74.13,0.957,70.3,Running,Night,OPR-005,10.82,128.51,0.789,29.2,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-07 01:00:00,145.35,145.35,54,72.67,0.874,65.9,Running,Night,OPR-003,7.26,109.67,0.8,32.9,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-07 02:00:00,7.71,7.71,0,7.71,0.864,32.2,Idle,Night,OPR-003,7.31,60.67,0.803,25.6,500,0,43,1
MCH-005,Bosch Rexroth,300,2024-01-07 03:00:00,0.0,0.0,0,0.0,0.0,100.2,Off,Night,OPR-005,7.24,64.7,0.782,29.4,700,1,94,0
MCH-001,Siemens S7-1500,150,2024-01-07 04:00:00,0.0,0.0,0,0.0,0.0,25.2,Off,Night,OPR-001,8.65,138.38,0.798,32.8,800,1,60,0
MCH-001,Siemens S7-1500,150,2024-01-07 05:00:00,92.69,92.69,42,61.79,0.866,62.9,Running,Night,OPR-009,7.83,58.87,0.808,29.2,800,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 06:00:00,0.0,0.0,0,0.0,0.0,21.4,Off,Morning,OPR-002,10.36,75.48,0.782,30.0,700,1,142,0
MCH-003,Fanuc 30i,100,2024-01-07 07:00:00,9.14,9.14,0,9.14,0.896,33.1,Idle,Morning,OPR-004,7.89,64.76,0.818,30.6,500,0,31,1
MCH-005,Bosch Rexroth,300,2024-01-07 08:00:00,176.64,176.64,7,58.88,0.954,62.6,Running,Morning,OPR-007,7.56,99.8,0.811,28.6,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 09:00:00,206.99,206.99,115,69.0,0.979,64.5,Running,Morning,OPR-006,10.65,123.48,0.805,30.0,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-07 10:00:00,0.0,0.0,0,0.0,0.0,21.8,Off,Morning,OPR-006,7.97,171.57,0.791,29.7,500,1,117,0
MCH-004,Mitsubishi M800,250,2024-01-07 11:00:00,220.76,220.76,150,88.3,0.963,72.1,Running,Morning,OPR-010,11.45,147.84,0.798,32.2,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 12:00:00,233.23,233.23,45,77.74,0.932,71.6,Running,Morning,OPR-008,7.79,192.39,0.815,29.9,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 13:00:00,0.0,0.0,0,0.0,0.0,22.1,Off,Morning,OPR-007,8.51,159.63,0.808,33.0,700,1,74,0
MCH-005,Bosch Rexroth,300,2024-01-07 14:00:00,234.07,234.07,57,78.02,0.911,70.4,Running,Afternoon,OPR-002,7.35,174.12,0.79,37.2,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-07 15:00:00,165.95,165.95,82,82.97,0.947,71.8,Running,Afternoon,OPR-005,10.68,141.52,0.8,36.9,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 16:00:00,179.41,179.41,100,71.76,0.917,66.0,Running,Afternoon,OPR-002,9.08,186.2,0.79,32.6,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 17:00:00,177.56,177.56,9,59.19,0.925,59.0,Running,Afternoon,OPR-003,10.13,132.58,0.796,30.0,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 18:00:00,242.05,242.05,73,80.68,0.914,69.0,Running,Afternoon,OPR-002,11.45,139.54,0.812,27.2,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-07 19:00:00,66.83,66.83,59,66.83,0.893,63.1,Running,Afternoon,OPR-008,8.23,95.96,0.802,26.5,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 20:00:00,374.81,374.81,49,124.94,0.861,68.9,Running,Afternoon,OPR-009,8.07,92.49,0.796,28.7,700,1,0,0
MCH-001,Siemens S7-1500,150,2024-01-07 21:00:00,105.75,105.75,126,70.5,0.89,65.5,Running,Afternoon,OPR-001,7.1,73.07,0.815,27.8,800,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 22:00:00,244.56,244.56,123,81.52,0.971,74.7,Running,Night,OPR-010,8.04,69.94,0.806,29.7,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-07 23:00:00,82.56,82.56,102,55.04,0.853,58.0,Running,Night,OPR-005,8.2,163.71,0.81,25.6,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-08 00:00:00,184.54,184.54,131,92.27,0.954,74.0,Running,Night,OPR-010,10.91,164.88,0.808,32.8,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-08 01:00:00,114.36,114.36,44,57.18,0.975,60.3,Running,Night,OPR-010,10.63,105.04,0.786,32.9,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-08 02:00:00,84.81,84.81,71,84.81,0.903,71.8,Running,Night,OPR-008,11.13,169.26,0.793,30.6,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-08 03:00:00,6.83,6.83,0,6.83,0.917,31.6,Idle,Night,OPR-003,10.94,185.49,0.791,29.3,500,0,19,1
MCH-003,Fanuc 30i,100,2024-01-08 04:00:00,67.68,67.68,115,67.68,0.964,64.3,Running,Night,OPR-007,11.29,164.7,0.786,27.5,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-08 05:00:00,0.0,0.0,0,0.0,0.0,26.8,Off,Night,OPR-009,7.27,150.4,0.789,31.5,600,1,116,0
MCH-003,Fanuc 30i,100,2024-01-01 06:00:00,57.55,57.55,44,57.55,0.851,60.6,Running,Morning,OPR-005,10.41,85.34,0.818,30.5,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-01 07:00:00,0.0,0.0,0,0.0,0.0,23.1,Off,Morning,OPR-007,7.66,155.76,0.81,26.3,500,1,47,0
MCH-004,Mitsubishi M800,250,2024-01-01 08:00:00,201.34,201.34,77,80.54,0.962,74.0,Running,Morning,OPR-006,7.44,79.18,0.813,32.3,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 09:00:00,125.14,125.14,98,62.57,0.916,63.8,Running,Morning,OPR-003,10.97,197.19,0.817,31.6,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-01 10:00:00,11.71,11.71,0,11.71,0.899,33.0,Idle,Morning,OPR-001,8.52,70.89,0.804,32.6,500,0,56,1
MCH-002,ABB ACS880,200,2024-01-01 11:00:00,186.91,186.91,141,93.45,0.932,75.7,Running,Morning,OPR-003,10.15,179.52,0.785,30.8,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 12:00:00,166.29,166.29,72,55.43,0.977,59.2,Running,Morning,OPR-009,7.86,75.12,0.799,36.2,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 13:00:00,172.58,172.58,62,57.53,0.912,60.6,Running,Morning,OPR-009,9.98,112.27,0.797,34.2,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 14:00:00,41.85,41.85,0,13.95,0.91,34.9,Idle,Afternoon,OPR-001,8.38,56.91,0.817,39.3,700,0,13,1
MCH-002,ABB ACS880,200,2024-01-01 15:00:00,16.23,16.23,0,8.12,0.909,31.5,Idle,Afternoon,OPR-003,7.27,80.64,0.797,35.0,600,0,14,1
MCH-001,Siemens S7-1500,150,2024-01-01 16:00:00,115.73,115.73,97,77.15,0.887,71.7,Running,Afternoon,OPR-006,10.66,181.43,0.809,29.1,800,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-01 17:00:00,12.12,12.12,0,8.08,0.867,30.7,Idle,Afternoon,OPR-001,10.59,66.59,0.781,25.2,800,0,13,1
MCH-002,ABB ACS880,200,2024-01-01 18:00:00,125.19,125.19,34,62.59,0.901,65.0,Running,Afternoon,OPR-001,9.22,151.34,0.8,28.0,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 19:00:00,10.2,10.2,0,5.1,0.904,31.4,Idle,Afternoon,OPR-003,11.04,98.11,0.802,31.5,600,0,36,1
MCH-002,ABB ACS880,200,2024-01-01 20:00:00,189.37,189.37,169,94.69,0.863,78.8,Running,Afternoon,OPR-009,7.03,110.52,0.789,32.9,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-01 21:00:00,91.17,91.17,54,91.17,0.979,78.7,Running,Afternoon,OPR-001,8.17,60.23,0.787,26.2,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-01 22:00:00,107.54,107.54,76,71.69,0.964,69.7,Running,Night,OPR-003,8.65,66.02,0.818,29.8,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 23:00:00,133.85,133.85,65,66.92,0.871,66.8,Running,Night,OPR-006,10.59,92.54,0.793,28.0,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 00:00:00,0.0,0.0,0,0.0,0.0,21.9,Off,Night,OPR-004,11.32,67.8,0.787,32.8,600,1,116,0
MCH-001,Siemens S7-1500,150,2024-01-02 01:00:00,134.08,134.08,67,89.39,0.961,72.3,Running,Night,OPR-001,11.18,125.37,0.781,31.7,800,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 02:00:00,6.99,6.99,0,6.99,0.87,31.3,Idle,Night,OPR-004,10.77,116.82,0.804,31.7,500,0,54,1
MCH-002,ABB ACS880,200,2024-01-02 03:00:00,134.82,134.82,84,67.41,0.954,66.8,Running,Night,OPR-004,10.32,67.73,0.796,28.7,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 04:00:00,71.54,71.54,40,71.54,0.886,69.9,Running,Night,OPR-010,10.67,154.94,0.814,28.3,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 05:00:00,0.0,0.0,0,0.0,0.0,21.4,Off,Night,OPR-007,11.15,126.22,0.805,27.2,500,1,80,0
MCH-005,Bosch Rexroth,300,2024-01-02 06:00:00,240.32,240.32,63,80.11,0.869,73.7,Running,Morning,OPR-007,10.73,173.89,0.808,25.5,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 07:00:00,68.39,68.39,66,68.39,0.933,64.9,Running,Morning,OPR-007,11.12,153.32,0.802,31.9,500,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 08:00:00,157.17,157.17,53,62.87,0.889,64.1,Running,Morning,OPR-008,9.93,128.91,0.81,31.5,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 09:00:00,184.4,184.4,125,73.76,0.873,65.9,Running,Morning,OPR-007,9.07,79.9,0.796,33.0,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 10:00:00,114.46,114.46,80,57.23,0.881,60.1,Running,Morning,OPR-008,7.74,94.7,0.784,33.0,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-02 11:00:00,26.92,26.92,0,8.97,0.867,33.9,Idle,Morning,OPR-004,11.63,74.25,0.819,29.4,700,0,51,1
MCH-002,ABB ACS880,200,2024-01-02 12:00:00,79.67,79.67,0,39.84,0.912,33.4,Idle,Morning,OPR-001,7.98,74.93,0.817,35.8,600,1,48,1
MCH-002,ABB ACS880,200,2024-01-02 13:00:00,181.22,181.22,60,90.61,0.85,75.8,Running,Morning,OPR-008,9.99,182.13,0.782,36.0,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 14:00:00,64.08,64.08,103,64.08,0.969,63.4,Running,Afternoon,OPR-010,8.31,143.64,0.813,35.5,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 15:00:00,91.38,91.38,123,91.38,0.949,78.0,Running,Afternoon,OPR-003,9.17,177.27,0.795,32.7,500,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 16:00:00,27.53,27.53,0,11.01,0.874,33.5,Idle,Afternoon,OPR-008,11.23,109.26,0.782,32.3,550,0,30,1
MCH-002,ABB ACS880,200,2024-01-02 17:00:00,141.0,141.0,96,70.5,0.91,67.4,Running,Afternoon,OPR-004,7.93,162.41,0.802,26.0,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 18:00:00,148.78,148.78,40,74.39,0.899,66.1,Running,Afternoon,OPR-004,10.58,193.57,0.797,32.6,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-02 19:00:00,15.38,15.38,0,10.25,0.9,32.1,Idle,Afternoon,OPR-002,10.33,126.65,0.797,29.8,800,0,60,1
MCH-002,ABB ACS880,200,2024-01-02 20:00:00,138.64,138.64,69,69.32,0.9,64.0,Running,Afternoon,OPR-002,7.77,159.22,0.804,26.8,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 21:00:00,33.89,33.89,0,13.56,0.879,33.3,Idle,Afternoon,OPR-006,9.49,76.76,0.784,30.4,550,0,44,1
MCH-004,Mitsubishi M800,250,2024-01-02 22:00:00,27.43,27.43,0,10.97,0.878,33.2,Idle,Night,OPR-003,8.7,180.45,0.784,29.9,550,0,48,1
MCH-003,Fanuc 30i,100,2024-01-02 23:00:00,65.96,65.96,114,65.96,0.946,66.4,Running,Night,OPR-009,10.18,79.47,0.788,27.9,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-03 00:00:00,40.1,40.1,0,13.37,0.899,35.7,Idle,Night,OPR-003,8.53,89.76,0.808,25.9,700,0,50,1
MCH-004,Mitsubishi M800,250,2024-01-03 01:00:00,190.72,190.72,132,76.29,0.863,71.1,Running,Night,OPR-003,9.41,58.6,0.787,30.4,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 02:00:00,159.38,159.38,155,79.69,0.945,73.4,Running,Night,OPR-001,10.61,77.57,0.793,29.2,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-03 03:00:00,79.1,79.1,97,79.1,0.919,69.6,Running,Night,OPR-005,10.64,171.97,0.79,31.2,500,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 04:00:00,181.12,181.12,107,72.45,0.907,66.3,Running,Night,OPR-005,7.68,60.46,0.816,29.2,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 05:00:00,126.73,126.73,46,84.49,0.912,72.0,Running,Night,OPR-007,7.2,57.45,0.805,31.8,800,0,0,0
MCH-003,Fanuc 30i,100,2024-01-03 06:00:00,93.9,93.9,119,93.9,0.93,75.7,Running,Morning,OPR-008,9.38,167.45,0.81,29.4,500,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 07:00:00,18.5,18.5,0,7.4,0.864,32.2,Idle,Morning,OPR-004,8.89,197.18,0.799,29.5,550,1,25,1
MCH-002,ABB ACS880,200,2024-01-03 08:00:00,144.0,144.0,77,72.0,0.943,67.7,Running,Morning,OPR-001,11.22,89.36,0.797,32.0,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 09:00:00,178.86,178.86,91,89.43,0.935,74.3,Running,Morning,OPR-008,7.53,105.02,0.784,28.2,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 10:00:00,0.0,0.0,0,0.0,0.0,28.7,Off,Morning,OPR-010,11.33,140.12,0.808,26.1,550,1,93,0
MCH-004,Mitsubishi M800,250,2024-01-03 11:00:00,29.63,29.63,0,11.85,0.87,32.4,Idle,Morning,OPR-006,7.85,64.35,0.797,25.2,550,0,18,1
MCH-001,Siemens S7-1500,150,2024-01-03 12:00:00,137.27,137.27,129,91.51,0.921,74.7,Running,Morning,OPR-003,11.26,133.88,0.801,37.4,800,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 13:00:00,0.0,0.0,0,0.0,0.0,27.4,Off,Morning,OPR-002,8.88,140.48,0.783,36.6,550,1,127,0
MCH-005,Bosch Rexroth,300,2024-01-03 14:00:00,267.11,267.11,90,89.04,0.855,76.5,Running,Afternoon,OPR-009,9.03,181.98,0.806,35.0,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 15:00:00,15.43,15.43,0,7.71,0.872,33.7,Idle,Afternoon,OPR-008,11.54,164.06,0.807,30.7,600,0,32,1
MCH-004,Mitsubishi M800,250,2024-01-03 16:00:00,24.35,24.35,0,9.74,0.866,33.4,Idle,Afternoon,OPR-005,11.98,117.54,0.79,32.2,550,0,22,1
MCH-001,Siemens S7-1500,150,2024-01-03 17:00:00,52.6,52.6,0,35.07,0.0,22.1,Idle,Afternoon,OPR-007,11.76,101.28,0.819,25.1,800,1,41,1
MCH-005,Bosch Rexroth,300,2024-01-03 18:00:00,166.05,166.05,59,55.35,0.889,57.1,Running,Afternoon,OPR-009,9.69,186.98,0.796,27.8,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-03 19:00:00,92.42,92.42,150,92.42,0.972,77.6,Running,Afternoon,OPR-010,9.14,144.28,0.789,29.7,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 20:00:00,21.44,21.44,0,14.29,0.864,35.5,Idle,Afternoon,OPR-006,8.55,109.87,0.79,28.1,800,1,57,1
MCH-002,ABB ACS880,200,2024-01-03 21:00:00,188.64,188.64,138,94.32,0.943,80.3,Running,Afternoon,OPR-002,11.01,115.18,0.815,28.5,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 22:00:00,20.85,20.85,0,10.43,0.896,32.2,Idle,Night,OPR-004,9.45,70.0,0.79,32.2,600,0,54,1
MCH-004,Mitsubishi M800,250,2024-01-03 23:00:00,143.35,143.35,54,57.34,0.912,58.8,Running,Night,OPR-010,7.59,193.09,0.815,27.8,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 00:00:00,111.33,111.33,56,55.66,0.953,57.5,Running,Night,OPR-009,9.93,88.46,0.817,29.1,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 01:00:00,89.27,89.27,107,89.27,0.897,75.4,Running,Night,OPR-004,11.69,94.24,0.799,31.3,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 02:00:00,126.26,126.26,104,126.26,0.912,58.7,Running,Night,OPR-007,7.15,159.03,0.815,28.2,500,1,0,0
MCH-002,ABB ACS880,200,2024-01-04 03:00:00,21.15,21.15,0,10.57,0.671,35.1,Idle,Night,OPR-005,9.01,125.41,0.814,30.0,600,1,46,1
MCH-003,Fanuc 30i,100,2024-01-04 04:00:00,62.71,62.71,43,62.71,0.889,64.9,Running,Night,OPR-007,7.05,61.3,0.795,31.9,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 05:00:00,63.31,63.31,0,31.66,0.873,79.9,Idle,Night,OPR-010,8.27,102.78,0.808,32.6,600,1,53,1
MCH-005,Bosch Rexroth,300,2024-01-04 06:00:00,374.03,374.03,77,124.68,0.874,70.0,Running,Morning,OPR-009,7.24,52.92,0.788,26.2,700,1,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 07:00:00,180.34,180.34,39,72.14,0.952,64.5,Running,Morning,OPR-008,11.47,114.93,0.801,32.4,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 08:00:00,150.77,150.77,140,75.39,0.952,68.8,Running,Morning,OPR-008,11.65,57.58,0.802,28.9,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-04 09:00:00,0.0,0.0,0,0.0,0.0,21.4,Off,Morning,OPR-002,8.62,192.82,0.813,27.1,800,1,131,0
MCH-001,Siemens S7-1500,150,2024-01-04 10:00:00,0.0,0.0,0,0.0,0.0,20.5,Off,Morning,OPR-005,8.96,117.13,0.809,28.7,800,1,104,0
MCH-005,Bosch Rexroth,300,2024-01-04 11:00:00,196.06,196.06,63,65.35,0.861,63.2,Running,Morning,OPR-007,10.56,108.94,0.79,32.8,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-04 12:00:00,0.0,0.0,0,0.0,0.0,20.1,Off,Morning,OPR-002,11.69,151.96,0.803,34.3,800,1,172,0
MCH-002,ABB ACS880,200,2024-01-04 13:00:00,0.0,0.0,0,0.0,0.0,25.4,Off,Morning,OPR-001,7.12,130.12,0.808,32.6,600,1,111,0
MCH-003,Fanuc 30i,100,2024-01-04 14:00:00,14.95,14.95,0,14.95,0.87,34.6,Idle,Afternoon,OPR-001,11.41,64.55,0.782,37.0,500,0,51,1
MCH-001,Siemens S7-1500,150,2024-01-04 15:00:00,14.97,14.97,0,9.98,0.892,31.9,Idle,Afternoon,OPR-003,7.52,94.31,0.784,30.5,800,0,60,1
MCH-003,Fanuc 30i,100,2024-01-04 16:00:00,69.84,69.84,115,69.84,0.872,65.7,Running,Afternoon,OPR-009,10.91,122.63,0.812,31.4,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 17:00:00,87.4,87.4,74,87.4,0.879,74.4,Running,Afternoon,OPR-007,9.56,116.83,0.819,26.0,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 18:00:00,11.54,11.54,0,11.54,0.911,32.4,Idle,Afternoon,OPR-008,9.92,157.7,0.795,26.0,500,0,56,1
MCH-002,ABB ACS880,200,2024-01-04 19:00:00,131.0,131.0,89,65.5,0.943,62.2,Running,Afternoon,OPR-003,11.79,87.14,0.794,26.2,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 20:00:00,76.97,76.97,0,30.79,0.912,31.1,Idle,Afternoon,OPR-006,8.33,67.93,0.789,26.1,550,1,45,1
MCH-004,Mitsubishi M800,250,2024-01-04 21:00:00,71.81,71.81,0,28.72,0.902,30.1,Idle,Afternoon,OPR-010,8.6,78.84,0.792,30.1,550,1,43,1
MCH-004,Mitsubishi M800,250,2024-01-04 22:00:00,215.44,215.44,110,86.18,0.933,75.5,Running,Night,OPR-007,10.41,157.4,0.804,26.5,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 23:00:00,157.69,157.69,126,78.84,0.877,72.5,Running,Night,OPR-006,11.22,119.05,0.789,27.8,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 00:00:00,115.51,115.51,70,57.76,0.879,59.5,Running,Night,OPR-002,7.63,93.46,0.79,32.2,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-05 01:00:00,83.16,83.16,68,83.16,0.898,71.8,Running,Night,OPR-004,11.36,112.75,0.798,28.8,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 02:00:00,203.03,203.03,60,67.68,0.916,67.1,Running,Night,OPR-004,10.73,51.89,0.806,30.3,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-05 03:00:00,143.59,143.59,89,57.44,0.851,60.3,Running,Night,OPR-004,7.88,179.93,0.798,26.4,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-05 04:00:00,7.94,7.94,0,7.94,0.881,33.3,Idle,Night,OPR-004,11.26,57.89,0.784,26.5,500,0,56,1
MCH-005,Bosch Rexroth,300,2024-01-05 05:00:00,274.81,274.81,67,91.6,0.948,76.6,Running,Night,OPR-003,9.37,100.07,0.803,25.3,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 06:00:00,240.81,240.81,102,80.27,0.857,69.5,Running,Morning,OPR-007,8.48,189.45,0.785,26.4,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-05 07:00:00,163.31,163.31,78,65.32,0.867,67.0,Running,Morning,OPR-006,10.54,65.93,0.811,27.2,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 08:00:00,22.57,22.57,0,11.29,0.881,31.5,Idle,Morning,OPR-008,9.89,146.96,0.798,26.4,600,0,33,1
MCH-005,Bosch Rexroth,300,2024-01-05 09:00:00,241.68,241.68,50,80.56,0.907,70.0,Running,Morning,OPR-010,8.33,114.8,0.82,25.7,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-05 10:00:00,117.6,117.6,96,78.4,0.918,71.3,Running,Morning,OPR-005,10.25,180.2,0.813,26.0,800,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 11:00:00,178.49,178.49,34,59.5,0.883,59.6,Running,Morning,OPR-005,7.67,108.0,0.813,28.7,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 12:00:00,36.31,36.31,0,12.1,0.858,34.6,Idle,Morning,OPR-006,10.2,101.14,0.82,29.9,700,0,56,1
MCH-003,Fanuc 30i,100,2024-01-05 13:00:00,11.03,11.03,0,11.03,0.896,35.3,Idle,Morning,OPR-001,11.18,196.17,0.819,34.1,500,0,42,1
MCH-003,Fanuc 30i,100,2024-01-05 14:00:00,82.24,82.24,149,82.24,0.917,72.2,Running,Afternoon,OPR-007,10.84,162.77,0.804,33.0,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-05 15:00:00,57.57,57.57,79,57.57,0.957,63.1,Running,Afternoon,OPR-002,9.35,189.28,0.806,35.7,500,0,0,0
